 t [s],a_x_raw [m/s^2],a_y_raw [m/s^2],a_z_raw [m/s^2],a_x_filtered [m/s^2],a_y_filtered [m/s^2],a_z_filtered [m/s^2]
331.43,   -0.08,    0.02,   -9.69,    0.16,   -0.07,   -0.21
331.45,   -0.27,    0.05,   -9.42,    0.04,    0.06,   -0.29
331.47,   -0.19,    0.08,   -9.58,    0.02,   -0.01,   -0.22
331.49,   -0.22,    0.06,   -9.58,   -0.11,    0.03,   -0.08
331.51,   -0.25,    0.02,   -9.56,   -0.04,    0.02,   -0.05
331.53,   -0.14,    0.03,   -9.60,   -0.04,   -0.01,   -0.14
331.55,   -0.20,    0.11,   -9.52,   -0.02,    0.08,   -0.18
331.57,   -0.10,    0.15,   -9.51,    0.08,   -0.02,   -0.26
331.60,   -0.03,    0.01,   -9.47,    0.04,   -0.03,   -0.13
331.62,   -0.20,    0.04,   -9.27,    0.14,   -0.07,   -0.12
331.64,   -0.14,    0.05,   -9.45,    0.14,   -0.07,   -0.19
331.66,   -0.16,    0.14,   -9.40,    0.08,   -0.02,   -0.09
331.68,   -0.22,    0.01,   -9.47,   -0.01,   -0.02,   -0.22
331.70,   -0.06,    0.03,   -9.55,    0.03,    0.04,   -0.12
331.72,   -0.13,   -0.02,   -9.49,    0.07,    0.01,   -0.20
331.74,   -0.21,    0.06,   -9.74,   -0.01,    0.08,    0.14
331.76,   -0.15,   -0.03,   -9.78,   -0.17,    0.10,    0.29
331.79,   -0.24,   -0.02,   -9.64,   -0.14,    0.05,   -0.38
331.81,   -0.17,    0.02,   -9.82,    0.21,    0.00,   -0.16
331.83,   -0.02,    0.02,   -9.62,    0.15,   -0.05,   -0.20
331.85,   -0.00,    0.01,   -9.80,    0.15,    0.06,   -0.25
331.87,   -0.03,    0.02,   -9.54,   -0.01,    0.04,   -0.07
331.89,   -0.35,    0.01,   -9.46,   -0.19,    0.05,   -0.19
331.91,   -0.20,    0.10,   -9.44,    0.00,    0.04,   -0.07
331.93,   -0.30,    0.02,   -9.49,    0.05,   -0.02,   -0.30
331.95,   -0.27,   -0.02,   -9.40,    0.25,    0.03,   -0.30
331.97,   -0.27,    0.01,   -9.48,    0.19,   -0.00,   -0.27
332.00,   -0.09,   -0.03,   -9.64,   -0.03,    0.08,   -0.10
332.02,   -0.13,    0.10,   -9.61,   -0.12,    0.04,    0.09
332.04,   -0.21,    0.06,   -9.59,    0.00,   -0.07,   -0.15
332.06,   -0.26,    0.16,   -9.39,    0.15,   -0.03,   -0.26
332.08,   -0.09,   -0.02,   -9.76,   -0.04,    0.02,   -0.22
332.10,   -0.11,    0.05,   -9.62,   -0.20,    0.06,   -0.28
332.12,   -0.25,    0.01,   -9.41,   -0.21,   -0.02,   -0.36
332.14,   -0.16,    0.09,   -9.51,    0.07,   -0.01,   -0.16
332.16,   -0.13,    0.06,   -9.60,    0.17,    0.01,   -0.31
332.18,   -0.14,   -0.04,   -9.72,    0.31,   -0.00,   -0.19
332.20,   -0.21,    0.02,   -9.60,    0.20,    0.00,    0.05
332.23,   -0.30,   -0.01,   -9.53,    0.03,   -0.04,   -0.05
332.25,   -0.13,    0.06,   -9.65,    0.09,   -0.02,   -0.24
332.27,   -0.16,    0.07,   -9.69,   -0.03,   -0.07,   -0.40
332.29,   -0.26,    0.01,   -9.51,    0.54,    0.10,    0.27
332.31,   -0.31,    0.08,   -9.39,    0.33,    0.17,    0.04
332.33,   -0.21,    0.01,   -9.78,   -0.31,   -0.05,   -0.36
332.35,   -0.04,    0.04,   -9.73,   -0.13,    0.06,   -0.06
332.37,   -0.35,    0.02,   -9.37,   -0.11,    0.03,   -0.17
332.39,   -0.32,    0.11,   -9.41,    0.03,   -0.10,   -0.16
332.42,   -0.28,    0.06,   -9.41,   -0.04,    0.03,   -0.24
332.44,   -0.22,    0.04,   -9.61,   -0.09,    0.03,   -0.20
332.46,   -0.32,    0.04,   -9.36,   -0.09,    0.03,   -0.24
332.48,   -0.44,    0.06,   -9.55,   -0.14,    0.05,   -0.04
332.50,   -0.35,    0.02,   -9.71,   -0.08,   -0.00,   -0.04
332.52,   -0.28,    0.02,   -9.60,   -0.19,    0.02,   -0.27
332.54,   -0.19,   -0.00,   -9.61,   -0.22,    0.00,   -0.17
332.56,   -0.18,   -0.00,   -9.35,   -0.19,   -0.01,   -0.18
332.58,   -0.26,    0.04,   -9.48,   -0.13,    0.06,    0.12
332.60,   -0.16,    0.00,   -9.57,   -0.21,    0.10,   -0.02
332.62,   -0.18,    0.00,   -9.66,   -0.13,    0.07,   -0.03
332.65,   -0.17,    0.03,   -9.59,   -0.09,   -0.02,   -0.02
332.67,   -0.34,    0.03,   -9.56,   -0.20,    0.01,   -0.24
332.69,   -0.18,    0.08,   -9.64,   -0.17,   -0.01,   -0.12
332.71,   -0.25,   -0.01,   -9.42,   -0.18,   -0.08,   -0.17
332.73,   -0.18,    0.05,   -9.66,   -0.07,   -0.05,   -0.07
332.75,   -0.21,    0.05,   -9.56,   -0.10,   -0.07,   -0.30
332.77,   -0.22,    0.02,   -9.38,   -0.08,   -0.06,   -0.35
332.79,   -0.30,   -0.00,   -9.55,   -0.03,   -0.04,   -0.32
332.81,   -0.07,    0.01,   -9.65,    0.03,    0.00,   -0.27
332.83,   -0.19,    0.02,   -9.46,   -0.04,   -0.01,   -0.02
332.86,   -0.22,    0.05,   -9.53,   -0.20,    0.06,   -0.15
332.88,   -0.29,    0.09,   -9.48,   -0.04,    0.06,    0.02
332.90,   -0.13,    0.05,   -9.59,   -0.14,   -0.05,   -0.05
332.92,   -0.20,    0.08,   -9.45,   -0.20,    0.05,   -0.13
332.94,   -0.19,    0.06,   -9.56,   -0.18,   -0.01,   -0.15
332.96,   -0.10,    0.00,   -9.73,   -0.25,   -0.08,   -0.32
332.98,   -0.08,    0.02,   -9.51,   -0.18,   -0.04,   -0.30
333.00,   -0.19,   -0.01,   -9.68,   -0.15,   -0.06,   -0.23
333.02,   -0.06,   -0.03,   -9.68,   -0.13,    0.00,   -0.07
333.05,   -0.25,    0.07,   -9.39,   -0.07,   -0.02,   -0.18
333.07,   -0.24,    0.08,   -9.76,   -0.03,   -0.03,   -0.18
333.09,   -0.19,    0.02,   -9.54,   -0.15,   -0.03,   -0.25
333.11,   -0.22,    0.04,   -9.48,   -0.09,   -0.04,   -0.27
333.13,   -0.16,    0.01,   -9.60,   -0.08,   -0.04,   -0.17
333.15,   -0.14,    0.01,   -9.58,   -0.14,   -0.05,   -0.33
333.17,   -0.18,    0.07,   -9.47,   -0.04,   -0.05,   -0.17
333.19,   -0.25,    0.02,   -9.51,   -0.05,    0.02,   -0.02
333.21,   -0.17,    0.10,   -9.75,    0.08,   -0.03,   -0.14
333.23,   -0.30,    0.01,   -9.54,   -0.04,    0.01,   -0.22
333.25,   -0.16,    0.04,   -9.52,   -0.10,    0.14,   -0.17
333.28,   -0.28,    0.03,   -9.54,    0.10,   -0.04,   -0.13
333.30,   -0.27,    0.03,   -9.64,    0.01,   -0.00,   -0.26
333.32,   -0.16,    0.05,   -9.64,    0.04,    0.01,   -0.33
333.34,   -0.31,    0.02,   -9.57,    0.01,   -0.03,   -0.12
333.36,   -0.21,   -0.01,   -9.48,   -0.06,    0.07,   -0.00
333.38,   -0.31,    0.03,   -9.69,    0.07,   -0.04,   -0.32
333.40,   -0.15,    0.07,   -9.80,    0.10,   -0.05,   -0.50
333.42,   -0.19,    0.04,   -9.50,   -0.03,   -0.02,   -0.33
333.44,   -0.25,    0.10,   -9.40,   -0.09,    0.05,   -0.06
333.47,   -0.26,    0.06,   -9.64,    0.02,    0.02,   -0.05
333.49,   -0.20,    0.06,   -9.53,    0.06,   -0.00,   -0.30
333.51,   -0.31,    0.08,   -9.49,    0.07,    0.05,   -0.30
333.53,   -0.30,   -0.00,   -9.55,    0.02,   -0.03,   -0.27
333.55,   -0.17,    0.07,   -9.59,    0.02,   -0.02,   -0.22
333.57,   -0.23,    0.15,   -9.61,    0.10,   -0.07,   -0.08
333.59,   -0.11,    0.03,   -9.55,    0.02,   -0.07,   -0.09
333.61,   -0.14,    0.03,   -9.50,    0.09,   -0.01,   -0.14
333.63,   -0.21,    0.06,   -9.58,    0.10,    0.04,   -0.35
333.65,   -0.12,    0.05,   -9.64,    0.06,    0.01,   -0.28
333.68,   -0.16,    0.04,   -9.55,    0.01,    0.01,   -0.07
333.70,   -0.24,   -0.02,   -9.67,   -0.12,    0.07,   -0.15
333.72,   -0.21,    0.03,   -9.55,    0.03,    0.05,   -0.12
333.74,   -0.24,    0.08,   -9.66,    0.10,    0.03,   -0.23
333.76,   -0.10,    0.11,   -9.72,    0.01,    0.00,   -0.16
333.78,   -0.16,    0.04,   -9.62,   -0.01,    0.07,   -0.04
333.80,   -0.16,    0.11,   -9.74,    0.13,    0.09,   -0.24
333.82,   -0.19,    0.02,   -9.53,    0.19,   -0.02,   -0.24
333.84,   -0.24,    0.07,   -9.51,    0.15,   -0.08,   -0.21
333.87,   -0.20,   -0.01,   -9.56,    0.12,   -0.02,    0.01
333.89,   -0.14,    0.02,   -9.60,    0.01,    0.02,    0.00
333.91,   -0.15,    0.12,   -9.61,    0.10,    0.00,   -0.25
333.93,   -0.26,   -0.01,   -9.57,   -0.06,    0.04,   -0.15
333.95,   -0.19,   -0.02,   -9.46,   -0.08,    0.03,   -0.13
333.97,   -0.23,    0.00,   -9.67,    0.07,    0.06,   -0.22
333.99,   -0.11,   -0.01,   -9.68,    0.09,    0.01,   -0.25
334.01,   -0.17,    0.05,   -9.70,    0.17,   -0.03,   -0.12
334.03,   -0.18,   -0.02,   -9.55,   -0.01,   -0.00,   -0.10
334.05,   -0.28,    0.01,   -9.57,    0.15,   -0.05,   -0.18
334.07,   -0.25,    0.04,   -9.54,    0.15,   -0.11,   -0.23
334.10,   -0.16,    0.03,   -9.55,    0.02,   -0.08,   -0.25
334.12,   -0.16,    0.06,   -9.51,    0.07,    0.05,   -0.18
334.14,   -0.22,   -0.03,   -9.55,   -0.04,    0.05,   -0.20
334.16,   -0.12,    0.05,   -9.43,    0.04,    0.12,   -0.19
334.18,   -0.21,    0.02,   -9.57,    0.07,    0.11,   -0.11
334.20,   -0.13,    0.04,   -9.60,    0.16,    0.02,   -0.03
334.22,   -0.24,    0.01,   -9.47,    0.17,    0.04,   -0.08
334.24,   -0.24,    0.08,   -9.63,    0.17,    0.02,   -0.14
334.26,   -0.14,    0.02,   -9.66,    0.10,    0.02,   -0.10
334.29,   -0.26,    0.07,   -9.54,    0.05,   -0.05,   -0.16
334.31,   -0.17,   -0.02,   -9.70,    0.07,   -0.02,   -0.28
334.33,   -0.23,   -0.03,   -9.41,   -0.07,    0.01,   -0.30
334.35,   -0.26,    0.04,   -9.63,    0.02,    0.01,   -0.33
334.37,   -0.19,    0.00,   -9.73,    0.01,    0.02,   -0.24
334.39,   -0.17,    0.07,   -9.54,    0.03,   -0.00,   -0.13
334.41,   -0.27,   -0.00,   -9.57,    0.09,   -0.03,   -0.28
334.43,   -0.21,   -0.00,   -9.58,    0.12,   -0.02,   -0.18
334.45,   -0.25,    0.06,   -9.60,    0.12,    0.04,   -0.20
334.47,   -0.18,    0.02,   -9.62,    0.11,   -0.07,   -0.14
334.50,   -0.21,    0.06,   -9.59,    0.08,   -0.06,   -0.10
334.52,   -0.16,    0.03,   -9.51,   -0.01,   -0.05,   -0.25
334.54,   -0.09,    0.07,   -9.61,    0.14,   -0.02,   -0.25
334.56,   -0.13,    0.03,   -9.56,    0.07,    0.04,   -0.27
334.58,   -0.13,    0.10,   -9.52,    0.05,   -0.01,   -0.07
334.60,   -0.18,    0.03,   -9.44,   -0.05,   -0.03,   -0.36
334.62,   -0.14,    0.11,   -9.48,   -0.13,    0.00,   -0.19
334.64,   -0.24,    0.07,   -9.62,   -0.08,    0.03,   -0.15
334.66,   -0.18,   -0.01,   -9.53,    0.00,    0.00,   -0.26
334.68,   -0.20,    0.04,   -9.54,    0.09,    0.08,    0.02
334.70,   -0.26,    0.05,   -9.64,   -0.14,   -0.00,   -0.64
334.73,   -0.15,   -0.00,   -9.69,    0.21,   -0.05,    0.05
334.75,   -0.24,    0.04,   -9.47,    0.01,    0.00,   -0.09
334.77,   -0.26,    0.00,   -9.61,   -0.08,   -0.03,   -0.58
334.79,   -0.20,   -0.02,   -9.56,    0.24,   -0.03,    0.10
334.81,   -0.21,    0.06,   -9.63,   -0.02,   -0.04,   -0.46
334.83,   -0.24,    0.02,   -9.61,    0.22,    0.09,    0.01
334.85,   -0.22,    0.02,   -9.52,   -0.04,   -0.00,   -0.01
334.87,   -0.30,    0.05,   -9.64,   -0.22,    0.02,   -0.33
334.89,   -0.17,    0.01,   -9.62,   -0.11,    0.08,   -0.03
334.92,   -0.25,   -0.00,   -9.53,   -0.18,    0.04,   -0.37
334.94,   -0.18,    0.02,   -9.58,   -0.05,    0.11,   -0.17
334.96,   -0.21,    0.01,   -9.50,   -0.07,    0.04,   -0.16
334.98,   -0.28,    0.09,   -9.57,    0.07,    0.06,   -0.08
335.00,   -0.23,    0.05,   -9.55,    0.06,    0.01,   -0.02
335.02,   -0.22,    0.07,   -9.62,    0.02,    0.02,   -0.13
335.04,   -0.24,    0.06,   -9.57,    0.02,   -0.05,   -0.17
335.06,   -0.24,    0.01,   -9.53,   -0.12,   -0.06,   -0.18
335.08,   -0.20,    0.06,   -9.56,   -0.19,    0.02,   -0.10
335.10,   -0.34,    0.00,   -9.56,   -0.14,    0.07,   -0.10
335.12,   -0.15,    0.00,   -9.61,   -0.12,    0.12,   -0.14
335.15,   -0.16,    0.03,   -9.50,   -0.06,   -0.06,   -0.25
335.17,   -0.25,    0.07,   -9.50,   -0.15,    0.07,   -0.09
335.19,   -0.16,    0.02,   -9.55,   -0.18,    0.08,   -0.29
335.21,   -0.22,    0.07,   -9.48,    0.10,   -0.02,   -0.23
335.23,   -0.16,    0.03,   -9.68,   -0.02,   -0.05,   -0.09
335.25,   -0.09,    0.10,   -9.61,    0.03,   -0.05,   -0.18
335.27,   -0.19,    0.07,   -9.50,   -0.08,   -0.02,   -0.01
335.29,   -0.15,    0.01,   -9.57,   -0.09,   -0.11,   -0.29
335.31,   -0.18,   -0.01,   -9.48,    0.04,    0.01,   -0.30
335.33,   -0.19,    0.01,   -9.58,   -0.12,   -0.01,   -0.17
335.36,   -0.36,    0.03,   -9.45,    0.05,    0.02,   -0.18
335.38,   -0.38,    0.03,   -9.60,   -0.03,   -0.00,   -0.22
335.40,   -0.23,   -0.02,   -9.58,   -0.08,   -0.03,   -0.17
335.42,   -0.26,    0.04,   -9.40,   -0.13,   -0.01,   -0.11
335.44,   -0.29,    0.04,   -9.45,   -0.11,   -0.08,   -0.14
335.46,   -0.17,    0.06,   -9.49,   -0.06,    0.02,   -0.13
335.48,   -0.17,    0.04,   -9.60,   -0.10,    0.03,   -0.32
335.50,   -0.17,    0.06,   -9.56,   -0.08,   -0.01,   -0.13
335.52,   -0.31,    0.04,   -9.55,   -0.12,   -0.10,   -0.16
335.55,   -0.21,    0.06,   -9.56,   -0.00,    0.04,   -0.25
335.57,   -0.25,    0.01,   -9.69,   -0.11,    0.01,   -0.11
335.59,   -0.12,    0.02,   -9.70,    0.03,   -0.09,   -0.18
335.61,   -0.24,    0.02,   -9.40,   -0.17,   -0.02,   -0.10
335.63,   -0.15,    0.08,   -9.61,   -0.17,   -0.00,   -0.17
335.65,   -0.24,    0.02,   -9.63,   -0.05,    0.10,   -0.18
335.67,   -0.13,   -0.02,   -9.54,   -0.19,   -0.06,   -0.10
335.69,   -0.14,    0.07,   -9.61,   -0.02,   -0.01,   -0.04
335.71,   -0.14,    0.01,   -9.60,   -0.28,    0.05,   -0.05
335.73,   -0.18,    0.00,   -9.54,   -0.07,   -0.00,   -0.15
335.75,   -0.19,   -0.01,   -9.53,   -0.05,    0.01,   -0.15
335.78,   -0.32,    0.00,   -9.58,   -0.13,    0.02,   -0.09
335.80,   -0.29,    0.02,   -9.71,   -0.08,    0.07,   -0.16
335.82,   -0.29,    0.03,   -9.66,   -0.09,    0.01,   -0.23
335.84,   -0.16,    0.00,   -9.43,    0.04,   -0.01,   -0.19
335.86,   -0.25,    0.06,   -9.57,   -0.19,   -0.10,   -0.17
335.88,   -0.23,    0.01,   -9.57,   -0.13,    0.02,   -0.07
335.90,   -0.15,    0.07,   -9.48,   -0.18,   -0.02,   -0.19
335.92,   -0.22,    0.07,   -9.55,   -0.01,   -0.07,   -0.16
335.94,   -0.14,    0.11,   -9.60,   -0.11,   -0.00,   -0.14
335.96,   -0.29,    0.02,   -9.51,   -0.14,   -0.01,   -0.12
335.99,   -0.18,    0.04,   -9.64,    0.00,    0.05,   -0.10
336.01,   -0.18,    0.02,   -9.63,   -0.12,   -0.03,   -0.24
336.03,   -0.17,    0.05,   -9.64,   -0.06,   -0.00,   -0.10
336.05,   -0.11,    0.07,   -9.56,   -0.24,   -0.02,   -0.27
336.07,   -0.26,   -0.00,   -9.55,   -0.06,    0.12,   -0.29
336.09,   -0.16,    0.01,   -9.69,   -0.18,    0.03,   -0.19
336.11,   -0.06,    0.07,   -9.58,   -0.04,    0.03,   -0.11
336.13,   -0.22,    0.05,   -9.53,   -0.09,    0.09,    0.07
336.15,   -0.20,   -0.00,   -9.50,   -0.19,    0.05,   -0.17
336.18,   -0.18,    0.05,   -9.54,    0.02,    0.10,   -0.25
336.20,   -0.22,    0.06,   -9.67,   -0.06,   -0.07,   -0.15
336.22,   -0.08,    0.05,   -9.51,    0.12,    0.12,   -0.07
336.24,   -0.23,    0.00,   -9.61,    0.00,   -0.03,   -0.01
336.26,   -0.20,    0.03,   -9.57,    0.25,   -0.00,   -0.12
336.28,   -0.20,    0.02,   -9.60,   -0.04,   -0.02,   -0.26
336.30,   -0.20,    0.04,   -9.62,   -0.01,   -0.07,   -0.08
336.32,   -0.18,   -0.00,   -9.36,    0.04,    0.04,   -0.13
336.34,   -0.22,    0.04,   -9.63,   -0.01,   -0.11,   -0.11
336.36,   -0.19,   -0.01,   -9.41,    0.19,    0.06,   -0.07
336.38,   -0.27,    0.05,   -9.57,   -0.28,   -0.01,   -0.29
336.41,   -0.19,    0.08,   -9.69,    0.10,    0.10,   -0.06
336.43,   -0.23,    0.05,   -9.48,   -0.10,   -0.06,   -0.25
336.45,   -0.24,    0.11,   -9.45,    0.09,    0.05,   -0.18
336.47,   -0.20,    0.04,   -9.56,   -0.05,   -0.01,   -0.05
336.49,   -0.17,    0.06,   -9.51,   -0.05,    0.04,   -0.07
336.51,   -0.24,    0.08,   -9.61,    0.08,    0.13,   -0.23
336.53,   -0.26,   -0.01,   -9.53,   -0.17,   -0.25,   -0.29
336.55,   -0.12,    0.07,   -9.57,    0.28,    0.23,   -0.02
336.57,   -0.22,    0.13,   -9.56,   -0.42,   -0.20,   -0.37
336.60,   -0.10,    0.09,   -9.42,    0.35,    0.12,   -0.02
336.62,   -0.10,    0.06,   -9.48,   -0.22,   -0.12,   -0.44
336.64,   -0.15,    0.08,   -9.60,    0.24,    0.02,   -0.11
336.66,   -0.19,    0.14,   -9.61,    0.07,    0.06,   -0.01
336.68,   -0.20,    0.12,   -9.42,   -0.52,   -0.40,   -0.56
336.70,   -0.17,   -0.02,   -9.61,    1.17,    0.77,    0.29
336.72,   -0.18,    0.03,   -9.50,   -4.14,   -2.34,   -1.91
336.74,   -0.17,   -0.01,   -9.30,   -2.76,   -0.31,   -1.15
336.76,   -0.20,    0.04,   -9.62,    1.85,    2.37,    0.50
336.78,   -0.18,    0.00,   -9.55,   -0.32,   -1.22,   -0.72
336.81,   -0.17,    0.05,   -9.52,    0.46,    0.36,    0.62
336.83,   -0.19,    0.10,   -9.53,   -0.03,    0.67,   -0.01
336.85,   -0.26,    0.00,   -9.54,    0.01,   -0.11,   -0.43
336.87,   -0.17,    0.08,   -9.45,    0.13,    0.16,    0.12
336.89,   -0.21,    0.06,   -9.63,   -0.22,   -0.25,   -0.34
336.91,   -0.15,    0.06,   -9.48,    0.30,    0.10,   -0.13
336.93,   -0.15,    0.12,   -9.78,   -0.10,   -0.15,   -0.32
336.95,   -0.11,    0.03,   -9.56,    0.22,    0.16,   -0.17
336.97,   -0.26,    0.06,   -9.52,   -0.07,   -0.19,   -0.31
336.99,   -0.18,    0.08,   -9.55,    0.27,    0.00,   -0.14
337.01,   -0.10,    0.11,   -9.48,    0.06,    0.00,   -0.18
337.04,   -0.09,   -0.02,   -9.54,    0.05,    0.00,   -0.18
337.06,   -0.18,    0.06,   -9.63,    0.16,   -0.00,   -0.04
337.08,   -0.11,    0.02,   -9.70,   -0.07,   -0.13,   -0.34
337.10,   -0.07,    0.02,   -9.61,   -0.11,    0.09,    0.18
337.12,   -0.17,    0.04,   -9.60,    0.25,   -0.10,   -0.18
337.14,   -0.17,    0.02,   -9.55,    1.50,    0.51,   -0.09
337.16,   -0.23,   -0.01,   -9.71,   -0.68,   -1.14,    0.28
337.18,   -0.09,    0.01,   -9.64,   -1.63,   -0.87,   -0.32
337.20,   -0.22,    0.02,   -9.42,    0.09,    0.58,   -0.18
337.23,   -0.17,   -0.01,   -9.52,   -0.03,   -0.32,   -0.23
337.25,   -0.17,    0.07,   -9.57,   -0.07,    0.06,   -0.31
337.27,   -0.20,    0.03,   -9.53,    0.01,   -0.09,   -0.10
337.29,   -0.20,    0.08,   -9.41,   -0.07,    0.01,   -0.28
337.31,   -0.20,    0.07,   -9.52,    0.06,    0.05,   -0.27
337.33,   -0.26,    0.01,   -9.51,    0.13,   -0.07,   -0.11
337.35,   -0.14,    0.01,   -9.59,   -0.03,    0.14,   -0.10
337.37,   -0.15,    0.03,   -9.63,    0.09,   -0.05,   -0.17
337.39,   -0.13,    0.00,   -9.62,    0.01,    0.10,   -0.18
337.41,   -0.12,    0.04,   -9.69,    0.03,   -0.09,   -0.16
337.44,   -0.20,    0.07,   -9.61,    0.15,    0.08,   -0.18
337.46,   -0.22,    0.08,   -9.64,    0.01,    0.10,   -0.08
337.48,   -0.19,    0.03,   -9.58,    0.28,    0.05,   -0.11
337.50,   -0.13,    0.00,   -9.46,    0.09,    0.01,    0.04
337.52,   -0.28,    0.04,   -9.57,    0.08,   -0.03,    0.10
337.54,   -0.15,    0.02,   -9.62,    0.13,    0.13,   -0.09
337.56,   -0.41,   -0.01,   -9.70,    0.01,    0.00,    0.04
337.58,   -0.11,    0.03,   -9.60,    0.14,    0.03,   -0.16
337.60,    0.07,    0.34,   -9.56,    0.16,   -0.06,   -0.09
337.62,   -0.25,   -0.02,   -9.53,    0.09,    0.02,   -0.18
337.64,   -0.17,    0.11,   -9.57,    0.05,   -0.01,   -0.44
337.67,   -0.26,   -0.02,   -9.58,    0.09,   -0.08,   -0.23
337.69,   -0.18,    0.06,   -9.53,   -0.01,   -0.01,   -0.38
337.71,   -0.22,    0.04,   -9.65,    0.18,   -0.03,   -0.30
337.73,   -0.17,    0.06,   -9.60,    0.24,    0.01,   -0.31
337.75,   -0.17,    0.09,   -9.70,    0.25,   -0.03,   -0.31
337.77,   -0.11,    0.05,   -9.55,    0.07,   -0.01,   -0.05
337.79,   -0.17,    0.07,   -9.57,   -0.10,    0.02,   -0.05
337.81,   -0.15,   -0.03,   -9.54,    0.07,    0.05,   -0.06
337.83,   -0.19,   -0.02,   -9.50,   -0.09,   -0.05,   -0.06
337.86,   -0.28,   -0.02,   -9.56,   -0.01,   -0.03,    0.01
337.88,   -0.22,    0.02,   -9.59,    0.05,   -0.03,   -0.18
337.90,   -0.28,    0.05,   -9.55,    0.15,   -0.01,   -0.23
337.92,   -0.13,   -0.01,   -9.52,    0.10,    0.07,   -0.22
337.94,   -0.24,    0.04,   -9.62,   -0.05,    0.07,   -0.06
337.96,   -0.23,    0.03,   -9.60,    0.09,    0.07,   -0.12
337.98,   -0.14,    0.01,   -9.49,    0.14,   -0.05,   -0.40
338.00,   -0.18,    0.01,   -9.59,    0.08,    0.02,   -0.04
338.02,   -0.13,    0.03,   -9.56,   -0.02,    0.01,   -0.06
338.04,   -0.15,    0.05,   -9.66,    0.14,    0.07,   -0.15
338.06,   -0.27,    0.08,   -9.49,    0.09,   -0.01,   -0.25
338.09,   -0.25,    0.03,   -9.52,    0.09,   -0.07,   -0.31
338.11,   -0.26,    0.10,   -9.43,   -0.03,    0.01,   -0.10
338.13,   -0.34,    0.10,   -9.59,   -0.01,   -0.04,   -0.22
338.15,   -0.20,    0.07,   -9.57,    0.16,    0.09,   -0.25
338.17,   -0.27,    0.04,   -9.56,   -0.02,   -0.02,   -0.26
338.19,   -0.21,    0.04,   -9.74,   -0.01,    0.02,    0.04
338.21,   -0.14,    0.09,   -9.55,   -0.09,    0.04,   -0.17
338.23,   -0.10,   -0.01,   -9.74,    0.18,   -0.03,   -0.46
338.25,   -0.10,    0.04,   -9.48,    0.06,    0.02,   -0.09
338.27,   -0.18,    0.03,   -9.56,   -0.16,    0.00,   -0.00
338.30,   -0.15,    0.04,   -9.64,   -0.02,    0.09,    0.05
338.32,   -0.14,    0.03,   -9.63,   -0.05,   -0.01,   -0.16
338.34,   -0.05,    0.09,   -9.53,    0.03,    0.02,   -0.08
338.36,   -0.01,   -0.02,   -9.53,   -0.20,    0.02,    0.01
338.38,   -0.16,    0.03,   -9.40,   -0.15,    0.00,   -0.29
338.40,   -0.17,   -0.06,   -9.40,   -0.08,    0.01,   -0.24
338.42,   -0.17,    0.05,   -9.59,   -0.01,   -0.03,   -0.23
338.44,   -0.08,    0.10,   -9.55,    0.09,   -0.02,   -0.06
338.46,   -0.22,    0.03,   -9.57,   -0.02,   -0.03,    0.02
338.49,   -0.15,   -0.01,   -9.74,    0.05,    0.02,   -0.13
338.51,   -0.15,    0.06,   -9.64,    0.04,   -0.05,   -0.23
338.53,   -0.15,    0.07,   -9.59,    0.10,    0.01,   -0.24
338.55,   -0.07,    0.07,   -9.62,   -0.05,   -0.00,   -0.14
338.57,   -0.26,   -0.02,   -9.64,   -0.04,    0.02,   -0.23
338.59,   -0.20,    0.01,   -9.50,    0.04,    0.02,   -0.12
338.61,   -0.23,    0.01,   -9.61,   -0.01,   -0.04,   -0.10
338.63,   -0.21,    0.02,   -9.54,    0.07,    0.06,   -0.28
338.65,   -0.23,    0.03,   -9.57,    0.01,   -0.01,   -0.03
338.67,   -0.21,    0.01,   -9.55,   -0.04,   -0.01,   -0.02
338.69,   -0.20,    0.09,   -9.63,    0.03,   -0.03,   -0.27
338.72,   -0.19,    0.04,   -9.58,    0.15,   -0.02,   -0.13
338.74,   -0.10,    0.04,   -9.61,    0.00,    0.00,   -0.09
338.76,   -0.17,    0.04,   -9.59,   -0.04,    0.03,   -0.10
338.78,   -0.11,    0.10,   -9.50,    0.02,    0.06,   -0.13
338.80,   -0.19,   -0.01,   -9.34,    0.08,    0.01,   -0.15
338.82,   -0.23,    0.07,   -9.59,    0.03,    0.07,   -0.04
338.84,   -0.17,    0.09,   -9.54,    0.05,   -0.02,   -0.31
338.86,   -0.28,    0.02,   -9.52,    0.20,   -0.01,   -0.21
338.88,   -0.15,    0.03,   -9.63,    0.03,   -0.02,   -0.13
338.90,   -0.16,   -0.00,   -9.63,    0.14,   -0.07,   -0.38
338.93,   -0.14,   -0.00,   -9.66,    0.08,   -0.01,   -0.06
338.95,   -0.11,    0.05,   -9.57,   -0.05,    0.06,   -0.17
338.97,   -0.27,    0.00,   -9.57,    0.03,    0.03,   -0.32
338.99,   -0.16,   -0.03,   -9.49,    0.00,   -0.02,   -0.05
339.01,   -0.24,    0.03,   -9.58,    0.04,    0.02,   -0.15
339.03,   -0.17,    0.03,   -9.61,    0.06,   -0.05,   -0.21
339.05,   -0.31,    0.06,   -9.62,    0.10,    0.03,   -0.12
339.07,   -0.20,    0.06,   -9.60,   -0.03,    0.02,   -0.05
